,title,text,Title,First Line,Author,Composition Date,Composition Location,Source of First Publication,First Publication Publisher,First Publication Year,First Publication Location
247,Мужик,"['В чащах, в болотах огромных,               У оловянной реки,               В срубах мохнатых и темных               Странные есть мужики.', 'Выйдет такой в бездорожье,               Где разбежался ковыль,               Слушает крики стрибожьи,               Чуя старинную быль.', 'С остановившимся взглядом               Здесь проходил печенег...               Сыростью пахнет и гадом               Возле мелеющих рек.', 'Вот уже он и с котомкой,               Путь оглашая лесной               Песней протяжной, негромкой,               Но озорной, озорной.', 'Путь этот - светы и мраки,               Посвист, разбойный в полях,               Ссоры, кровавые драки               В страшных, как сны, кабаках.', 'В гордую нашу столицу               Входит он - Боже, спаси! -               Обворожает царицу               Необозримой Руси', 'Взглядом, улыбкою детской,               Речью такой озорной, -               И на груди молодецкой               Крест просиял золотой.', 'Как не погнулись - о, горе! -               Как не покинули мест               Крест на Казанском соборе               И на Исакии крест?', 'Над потрясенной столицей               Выстрелы, крики, набат.               Город ощерился львицей,               Обороняющей львят.', '- ""Что ж, православные, жгите               Труп мой на темном мосту,               Пепел по ветру пустите...               Кто защитит сироту?', 'В диком краю и убогом               Много таких мужиков.               Слышен по вашим дорогам               Радостный гул их шагов"".']",Muzhik,"V chashchakh, v bolotakh ogromnykh…",Nikolai Stepanovich Gumilëv,1918,,Koster, Giperborei,1918,Petrograd
248,"Швеция
            ","['Страна живительной прохлады               Лесов и гор гудящих, где               Всклокоченные водопады               Ревут, как будто быть беде.', 'Для нас священная навекиСтрана, ты помнишь ли, скажи,               Тот день, как из Варягов в Греки               Пошли суровые мужи?', 'Ответь, ужели так и надо,               Чтоб был, свидетель злых обид,               У золотых ворот Царьграда               Забыт Олегов медный щит?', 'Чтобы в томительные бреды               Опять поникла, как вчера,               Для славы, силы и победы               Тобой подъятая сестра?', 'И неужель твой ветер свежий               Вотще нам в уши сладко выл,               К Руси славянской, печенежьей               Вотще твой Рюрик приходил?']",Shvetsiia,"Lesov i gor gudiashchikh, gde…",Nikolai Stepanovich Gumilëv,,,Koster, Giperborei,1918,Petrograd
249,"Норвежские горы
            ","['Я ничего не понимаю, горы:               Ваш гимн поет кощунство иль псалом,               И вы, смотрясь в холодные озера,               Молитвой заняты иль колдовством?', 'Здесь с криками чудовищных глумлений,               Как сатана на огненном коне,               Пер Гюнт летал на бешеном олене               По самой неприступной крутизне.', 'И, царств земных непризнанный наследник,               Единый побежденный до конца,               Не здесь ли Бранд, суровый проповедник,               Сдвигал лавины именем Творца?', 'А вечный снег и синяя, как чаша               Сапфирная, сокровищница льда!               Страшна земля, такая же, как наша,               Ноне рождающая никогда.', 'И дивны эти неземные лица,               Чьи кудри — снег, чьи очи — дыры в ад,               С чьих щек, изрытых бурями, струится,               Как борода седая, водопад.']",Norvezhskie gory,"Ia nichego ne ponimaiu, gory….",Nikolai Stepanovich Gumilëv,,,Koster, Giperborei,1918,Petrograd
250,Вечному Адаму,"['Материки                                    И Океаны                                    В безмерном бунте                                    Поднялись…                                    И змей морской                                    Плясал танго                                    На склонах                                    Льдистого Монблана,                                    Дрожала                                    Трепетная высь                                    Неслись во мрак                                    На праздник                                    Бунта своего                                    Сошлись веселые стихии                                    И древний                                    Старичек Хаос                                    Косматые                                     Нахмурил брови.                                     Психопатический невроз                                    Внезапно                                    Овладел вселенной.                                    И жизнь,                                    Царящая надменно                                    В волнах                                    Буйно—кипящей крови                                    Слабеет                                    Под пятой угроз.', 'У циклонов и гроз                                     Огневая истерика.                                    И титаническим пламени                                     Гибнет Америка—                                    Волны лижут Европы                                     Старинные пастбища;                                    И великая Азия—                                     Гигантское кладбище,                                    Над Австралией и Африкой                                     Гневные грохоты                                    И повсюду безумья                                     Кричащие хохоты                                    Из пучин извергаются                                     Лавы потоками,                                    Точно песни поэмы                                     Последними строками                                    Над изрытой землею                                     Больной и припадочной                                    Возникает туман,                                     Необъятный, загадочный…', 'Кровь                                    Из вулканов,                                    Горячая жижа,                                    Залила                                    С яростью                                    Стогну Парижа.                                    Улицы Лондона                                    Пеплом засыпаны,                                    Льды Петроград                                    Оковали.                                    Спит под волнамиНью-Йорк.                                    Мчатся мятели                                    В бескрайния                                    Дали,                                    Точно они                                    От холодной росы пьяны                                    Дьявол                                    Свершает                                    Свой Торг.', 'Сколько же дали за землю рогатому?                                    Тридцать серебрянных сиклей?                                    (Черти к дешевке привыкли!)                                    Или же больше                                    На пару динариев? —                                    Кровь буржуа,                                    Как и кровь                                    Пролетариев,                                    Равной ценою                                    Продал он?                                    Или же                                    Точно при жизни                                    Сделал различие для них? —                                    Светом пугающим брызни                                    Вдруг                                    Неожиданных стих:                                    Знайте отныне,                                    Что все мы равны                                    В лавке Отца-Сатаны!                                    Кто покупатель?                                    Не Бог-ли?                                    Не знаете?                                    Кто вам ответит на этот вопрос?                                    То не боится угроз?                                    Может быть ваши Ньютоны и Бокли?                                    Где им!                                    Нет не ответит                                    Никто!', 'Льды вековые                                    Растоплены пламенем.                                    Жизнь возникает                                    За огненным знаменем.                                    В теплой                                    Навозцем четь пахнушей мгле                                    Голые люди                                    На голой земле.                                    Снова!                                    Все начинается вновь!                                    Старые ритмы.                                    Космической пляски.                                    Ева!                                    Вам нужны                                    Чулки и подвязки.                                    А вам,                                    Адам,                                    Штаны                                    И платье для вашей жены                                    Снова культура                                    И брюки                                    И те-же игрушки                                    От топора до Дредноута.                                    Снова весь круг назови:                                    Радости, муки,                                    Те-же поля, города, деревушки,                                    Подвиг Любви.                                    И вражеский череп расколотый.                                    О, ужас! все то-же…', 'Каждый плевок                                    Разрушает вселенную!                                    Только не стоит плеваться, —                                    Смело все может на месте остаться                                    Ибо струей неизменною                                    Жизнь равнодушно течет.                                    Только назад иль вперед                                    Кто разберет?                                    Равные ставки                                    У жизни и смерти,                                    Ими играют                                    Беспечные черти.                                    Только играют                                    Все время в кругу,                                    Дальше?!                                    Что дальше                                    О том ни гу-гу!                                    Взад иль вперед                                    Черт разберет!                                    Все остается по-прежнему…']",Vechnomu Adamu,Materiki i okeany v bezmernom bunte…,Aleksandr Borisovich Iaroslavskii,November 1918,Vladivostok,Griadushchii potop: poema, Tipografiia “Komercheskaia”,1919,
251,Ленину,"['Как солнце, вечно неизменен,               Взнуздав бессильную судьбу               Ты как Геракл, Бессмертный Ленин               Ведешь неравную Борьбу.', 'Из крови гнева и таланта               Тобою создан ореол;               И силу древнего Атланта               Ты дерзкой мощью превзошел!', 'Победа! Славная победа!—               —И страх во взорах короля,—               Добыта Точка Архимеда;               И сразу сдвинулась земля', 'Пускай один безмерно слаб Я               И нищ, и жалок, и убог,               —Клади рычаг на сердце рабье,—               И мир повергнется у ног!', 'Нас в этом мире миллиарды!               И нам не нов кровавый тост!               И мы пройдем земные ярды               Когда нас манят Лики звезд!', 'Пусть Алый Взрыв всегда мгновенен, —               Но вновь и вновь зовут: —Восстань! —               И Ты стоишь на Грани, Ленин! —               И это—Огненная Грань!', 'Покорны Звездному Желанью,               Презревши слезы и мольбы,               Людские толпы ждут за Гранью               Твоих сигналов для борьбы! —', 'Труби же в рог! сзывай народы!               Взметай пленительный циклон!               И пусть померкнет мощь природы               Пред буйством радостных племен!', 'Восток и Запад, Юг и Север               От ужаса согбенных спин               В последний раз в безмерном гневе               За Счастье встанут, как один!']",Leninu,"Kak solntse, vechno neizmenen…",Aleksandr Borisovich Iaroslavskii,September 1919,Vladivostok,Krov' i radost', Izdatel'stvo Kul'turno-prosvetitel'skogo otdela pri otriade Kalandarishvili,1920,
252,Пришельцам,"['Они пришли сюда за тем,                  Чтоб Революцию кинуть на земь, —                  Но Ты бессмертен Стенька Разин                  Как строки племенных поэм! —', 'Стихийный бунт! стихийный крик!                  В ночи безумья мирового!                  Протеста Огненное Слово                  Являет свой Нетленный Лик! —', 'Не говорите: —Род невежд                  Зовет к тому что быть не может. —                  Еще вы не сомкнете вежд.                  Ак с вами совершится то же!', 'Везде, где только люди есть, —                  Они разрушат гнет Бастилий!                  И будет сладостная месть                  Ответом ярости насилий!', 'Кто вам сказал, что мы одни?! —                  Ведь Жизнь—наш Радостный Союзник!                  — Горят Вселенские Огни!                  — Их видит каждый раб и узник.', 'И с нами мир, и с миром мы,                  Пажи Пленительной Надежды                  Поем грядущему псалмы!                  Целуем край Его одежды!', 'Кидайте к нам сюда солдат!                  Кидайте сотни тысяч сразу! —                  Они вернутся к вам назад                  Изведав Вольности заразу!', 'Россия—Огненная Печь!                  Источник Пламенной Стихии!                  И можно целый мир зажечь                  Огнем Истерзанной России!', 'Ведь мы таили наш порыв                  В суровой мгле тысячелетий!—                  Россия—Пламень! Мощь! и Взрыв!                  А вы пришли, как злые дети…', 'Но мы зовем, взываем к вам,                  О, наши братья там за далью!                  Идите все! идите к нам,                  Дыша враждой, сверкая сталью!', 'Мы примем всех! и всем простим,                  Как древле жертва всесожженья!                  И нашей кровью оросим                  Купель Вселенского крещенья!', 'У вас откроются глаза;                  И вы поймете скорбь народа                  И будет гневная гроза                  Гроза последнего похода!', 'И всех измученных Судьбой,                  Осветит Радость благосклонно,                  Когда над Вашей головой                  Взовьются красные знамена! —']",Prishel'tsam,Oni prishli siuda za tem…,Aleksandr Borisovich Iaroslavskii,August 1919,Vladivostok,Krov' i radost', Izdatel'stvo Kul'turno-prosvetitel'skogo otdela pri otriade Kalandarishvili,1920,
253,Кровь и радость,"['Sic itur ad astra! …', 'Человек есть мера всех вещей.                   Протаюр.                   Когда мы захотим…                   Маринетти.                   Радость — единственное оправдание жизни.Эпикур.', 'О, прислушайся остро и чутко,                  Стон затая,                  Чистоплотная, как проститутка,                  Душа моя!..                  . . . . . . . . . . . . .                  Так и в этом, и в этом Июле                  Не уходит Мгла,                  Чтобы прятать блестящие пули                  В людей тела…', 'Нам не счесть роковых миллионов!                  (И от ужаса мир не расплавится!)                  Драгоценней жемчужных кулонов                  На груди красавицы! …                  . . . . . . . . . . . . . .                  Я кричу огнедышащим криком                  Пока я могу кричать:                  Перед жутким зверинным Ликом                  Нельзя молчать!', 'О, Земля вместе с Принцем Датским                  Крикнем: Быть иль не быть! —                  Ведь нельзя сапогом солдатским                  Все раздавить! —', 'О оставьте хотя лишь атом,                  Лепесток Мечты!                  Чтоб под злым мировым набатом                  Не зачахла Ты!', 'Смерти клич—точно клекот Орлий! —                  Целый мир в огне! —                  Глохнет крик в пересохшем горле:                  — Ко мне! ко мне! ..', 'Я не знаю ужасней пани,                  Чем та, что теперь!                  Точно гибнет Планетных Титаник,                  Как затравленный зверь! ..', 'Я не знаю дней безрассудней!                  Безумья шквал! —                  Телеграфист на гибнущем судне                  Скорее сигнал!', 'Облака точно саван нависли;                  Воздух от крови сыр, —                  Излучаю Радио Мысли                  В мировой эфир:', 'Пусть узнают! Пусть скорей узнают                  Стада планет!                  О том что Земля погибает                  И на помощь зовет поэт!', 'На помощь, граждане Марса!                  На помощь, житель Венеры!—                  В жутких извивах кровавого фарса                  Смерть быстрее пантэры!', 'От крови не видно Лазури!—                  Подай же нам помощь, Меркурий!                  А там, где сверкает Юпитер!                  Вы слышите-ль, жалобный крик?                  Убийца бестрепетно вытер                  Платком окровавленный штык! —', 'Земля — точно свежая рана! —                  Спешите же, братья с Урана!', 'Над водами Дальний Нептун,                  Тебе быть Владыкой повелено! —                  Холодный и Мрачный Колдун,                  Омой миллионы расстреленных!', 'Земля как кровавая урна!                  — На помощь же, братья с Сатурна!                  . . . . . . . . . . . . . . . .', 'Братья с далеких планет!                  Граждане Звездной Республики!                  Вы ведь не скажете: —Нет! —                  Вы ведь земли не разлюбите.', 'Ненависть вам не нужна, —                  Вы не враги умоляющих, —                  Скоро увидит Луна                  Братьев, к Земле подлетающих.', 'Радостью Мир веселя,                  Светит Любовь Неизменная,—                  Если несчастно Земля—                  Значит, несчастно Вселенная!—', 'Значить еще не погиб                  Мир для Мечты Опьяняющей!                  Значит восстать мы могли б                  В Радости, души пленяющей!                  . . . . . . . . . . . . . . . .                  К смерти меня не зови                  Пламя от выстрелов рыжее! —                  В злобе вражде и крови                  Лики Грядущего вижу Я!', 'Ты,                  Сиволапый мужик,                  Пахнущий потом!                  Ты,', 'Забивающий гвозди в погоны!                  Ты,                  Разрушающий троны!                  Ждущий врага за своим пулеметом!', 'Ты                  Обращающий в красное мясо                  Нежное тело утонченной лэди!                  В мощном порыве встающего класса.', 'Властно Идущий                  К кровавой победе!                  Ты,                  Собиратель Вселенских энергий!', 'Ты,                  Из ушей вырывающий серьги!                  Больно задеты,                  Последними стрелами!', 'Мстящий дубиной, ножем и расстрелами!                  Ты,                  Озверевший солдат! —                  — Я говорю Тебе:                  — Свят! —', 'На колени!                  Женщины сытого класса                  Матери!                  Куртизанки!', 'Жены!                  Пред вами—Высшая Раса! —                  Он—жрец ее в Правду влюбленный!                  Целуйте Его окровавленные руки                  Добывшие ваши драгоценности! — (9)                  И пусть потом ваши внуки                  Расцветут в мировой нетленности!', 'Но только вам надо сначала                  На коленях прощенье выплакать!                  10--Ведь от крови живущее зло!                  И кто ее сможет вылокать?!', 'Ведь вы этой крови виновники!                  Изначальные, настоящие! —                  Ваши братья, мужья, и любовники,                  К восстающим презренье таящие!', 'Вед вами все люди закованы                  В оковы насилий и золота                  И смех и мечта заколдованы                  В обитель Смерти и Холода!', 'Вы долго давили Живущее                  В кошмаре больном и кровавом! —                  Но все же дорогу в Грядущее                  Укажет рабья рука вам!', 'Благословляю боль и раны,                  Благословляю скорбь и кровь,                  Когда рождаются титаны,                  Когда светло трепещет Новь!', 'Благословляю свое страданье,                  Благословляю Смерть свою,                  Когда в восторге созиданья                  Я Кровь за Радость отдаю!', 'Благословляю Смерть и Ужас,                  Благословляю даже мрак,                  Когда стихийно обнаружась,Там засверкает звездный Знак!', 'Мы причастились крови нашей! —                  И бьются Радостью сердца. —                  Да будет мир Заздравной Чащей                  И чашу выпьем до конца! ..', 'Нам кубок Жизни мил и нужен                  Подобно Солнцу и Весне! —                  И драгоценнейших жемчужин                  Таит Он множество на дне!', 'На ступенях Амфитеатра                  При сладких звуках льстивых слов                  Давно ль царица Клеопатра                  Пила напиток жемчугов?!', 'Сквозь Мрак Тысячелентей Ночи                  Родится Новое Вино! —                  Из Куба пьет теперь Рабочий,                  Кладя жемчужины на дно!', 'Быть может, Фараон сконфужен                  Тобой—Бестрепетный Плебей! —                  Но лучшая из тех жемчужин;                  — Святая Радость всех людей!', 'Дитя Свободы, Враг традиций;                  — Твой Дух враждой не затемнен!                  Твой угнетатель. Твой патриций                  Тобой спасен и возрожден! —', 'Ты поднимаешь бремя мира,                  В котором все изнемогли, —                  Во Имя Пламенного Пира! —                  Во Имя Радости Земли!', 'Мир причастился из Чаши Кровавой                  Мудрым Причастьем Грядущих Веков. —                  — Слышите-ль звуки Пленительной Славы?                  — Слышите-ль грохот разбитых оков?', 'Миги Величья светлы и не скупы! —                  — Лейся победно Торжественный Стих! —                  Груды цветов на последние трупы                  Кинут проворные руки живых!', 'Пышным ковром над могилами павших                  Белые ландыши будут цвести!                  Подвиги Душу за Радость отдавших                  Миру навеют святое: Прости! —                  . . . . . . . . . . . . . . . .', 'В нашем Сердце много святости,                  В Душах Нежность и Тепло! —                  Мы идем к Великой Радости                  Через Кровь и через Зло! —', 'Если вдруг Нас спросят: —Близко ли?                  Мы ответим смело: Да!                  — Мы идем, чтоб вновь не рыскали                  Крови жаждущих стада!', 'Только мы не повелители, —                  — Мы Поэты и Творцы! —                  — Мы в Блстающей Обители                  Светлых Новой Кузнецы!', 'Мы со лживым Хитрым Золотом                  Распростились навсегда! —                  Мы куем Веселым Молотом                  Возрожденного Труда! —', 'Скоро Миру Счастье выкуем! —                  Станет в Мире веселей! —                  Кинем Радость Огнеликую                  В Сердце Скорбное людей!', 'И тогда Оно засветится,                  Точно радуга во мгле!                  И повсюду Счастье встретится                  На Обласканной земле!                  . . . . . . . . . . . . . . . .', 'Все Живое ныне Свято! —                  Павший трупом в вихре гроз                  Может был мудрей Сократа!                  Выше Сердцем, чем Христос!', 'Полон Мощи и таланта                  Мир где всюду пляшет, Ложь! —                  Может режет горло Канта                  Твой тупой и грязный нож!', 'Полон Жизни Драгоценной                  Каждый вздох и каждый крик!                  В жуткой мгле грозы мгновенной                  Удержи разящий штык. —', 'Перед Радостью Грядущей                  Молкнет Яростная Месть                  — Новью царственно зовущей                  Дышет сладостная весть:', 'Нет безумных отговорок!                  Предан пламени закон! —                  Человек Нам каждый дорог! —                  Жалит Сердце каждый стон!', 'Разве знали, убивая                  Кто же жертва? кто палач? —                  — Но от края и до края                  Были Ужас, Кровь и плач!', 'Значит, нету виноватых!                  — Значит правых тоже нет! —                  Нас, средь Вечности распятых,                  Озарил внезапный свет:', 'Так, слушай-же, Царственный Брат Мой!                  Мы связаны Радостной клятвой!                  Рожденной во мгле и в крови—                  Пленительной Клятвой Любви! —', 'Великое слово: Товарищ! —                  Испошлено Ужасом дней! —                  Но в дыме кровавых пожарищ                  Не стало на Сердце светлей! —', 'Средь ужаса крови и плача                  Приходит Иная Задача:                  Исправить людей и Судьбу!                  Нисвергнувши Кровь и борьбу!', 'Мне больно! но Вам так же больно! —                  Так крикнем же вместе: — Довольно! …']",Krov' i radost',"O, prislushaisia ostro i chutko…",Aleksandr Borisovich Iaroslavskii,July 1919,Vladivostok,Krov' i radost', Izdatel'stvo Kul'turno-prosvetitel'skogo otdela pri otriade Kalandarishvili,1920,
254,Untitled ,"['Он Белокурый! Но только не зверь! —               Мир ведь не к зверю стремится! —               О Человечество, Радости верь!—               Радостью мир возродится.', 'Радость смягчит, как Священный Елей,               Тяжкие Скорби Живущего!               Матерь Земля! Так скорей же! Скорей!               Кинемся в волны Грядущего!']",no title,On belokuryi! No tol'ko ne zver'!,Aleksandr Borisovich Iaroslavskii,,,Krov' i radost', Izdatel'stvo Kul'turno-prosvetitel'skogo otdela pri otriade Kalandarishvili,1920,
255,Звездный манифест,"['Окровавлены тротуарыПарижа и Лондона.               Революция шествует               Из Петрограда в Берлин', 'И внимает Вселенная               Титанической поступи               И созвучно колышутся               Мириады планет.', 'И кометы, как фрейлины               Голубеющей Вечности,               Промелькнув фейерверочно,               Шлют привет огневой.', 'Над землей истерзанной               Унавоженной трупами,               Голубое сияние               Человечьих сердец.', 'Сквозь машины и доллары,               Сквозь лакейство и рабство,               Пробивается пламя               Обнаженной души.', 'И с Венеры по радио               Обнародуют звездам:               На земле Революция—               Торопитесь и Вы!']",Zvezdnyi manifest,Okrovavlenny trotuary/ Parizha i Londona…,Aleksandr Borisovich Iaroslavskii,,,Zvezdnyi manifest: stikhotvoreniia, Dal'nevostochnyi proletarii,1918,
256,Парад земле,"['Эй, Мефистофель, бери костаньеты,               Смейся над сном Короля —               Солнце, во фронт! Стройтесь планеты!               Гордо проходит Земля!', 'Братской фалангой стоят метеоры               Космос сияет во мгле.               Эй, потеснитесь, раздайтесь просторы. —               Шире дорогу Земле.', 'Слушайте все Космоса дети:Землю святой назовут               Ибо на этой крошке планете               Грозного чуда приют?', 'Солнце, спеша к Земле прикоснуться,               Нежно-лаская весну, —               Видишь Рабочий, Творец Революций               Радость для всех расплеснул?', 'Слушайте братья в звездной пустыне               Счастью прийти повелят               Пусть же меж вас, равных отныне               Первою будет Земля.', 'Шуму миров восторженных внемлю,               Радость струится меж строк:               Звездный парад приветсвует Землю,               Всех революций исток.', 'Новой зарею зажгитесь рассветы,               Все чтоб проснуться смогли, —               Слышите, всем посылают приветы               Граждане Красной Земли.', 'Братья, единым фронтом Вселенной               Встанем скорей на борьбу               В бой вызываем мы с верой надменной               Царственный Рок и Судьбу.', 'Космос, отныне ты вне закона               В пламени нашей мечты               Алые взвей над Вселенной знамена—               Или погибнеш и Ты.', 'Эй, Мефистофель, бери костаньеты:               Космос бледнеет во мгле. —               Солнце, во фронт стройтесь планеты! —               Дорогу Красной Земле!']",Parad zemle,"Ei, Mefistofel', beri kostan'ety…",Aleksandr Borisovich Iaroslavskii,,,Okrovavlennye trotuary, Oblastnoe biuro pechati,1921,
257,"Наш
                    путь","['Судьба слепая устала                    Грозить, притупившимся жалом                    —Прошли от Невы до Байкала                    Войска под знаменем, алым!', 'Небес голубая икона                    Подернулась светом восхода,                    Когда рабочий знамена                    Развеял во время похода.', 'И вот теперь победитель                    В широких равнинах Сибири,                    Грядущих Новей Строитель                    В безмерном творческом пире.', 'И вот мы стоим у грани                    Во мгле предрассветной и зыбкой                    И в розово-алом тумане                    Я вижу веков улыбку.', 'Раздвинься скорее завеса! —                    Раздернись сильее и шире!                    Вот наша рабочая месса                    В равнинах холодной Сибири!', 'Нам кинуто алое слово                    Из пламени Красной России                    И мы не желаем другого—                    Оно святей Литургии!', 'Не ждем звезды, как халдеи,                    Восстав в мировом протесте                    Ибо наша душа святее                    Чем все звезды взятые вместе!', 'Под знаком Гигантских свершений                    Угодный Народу-Титану                    Сквозь пламень бессмертных мгновений                    Наш путь на Восток к Океану!']",Nash put',Sud'ba slepaia ustala grozit'…,Aleksandr Borisovich Iaroslavskii,,,Okrovavlennye trotuary, Oblastnoe biuro pechati,1921,
258,Грядущее,"['Я Евангелист Грядущего!                    Я апполлогет безумных!                    Верных друг и брат всего живущего!                    О пьяневший в вихре улиц шумных!', 'Весь я полон грозным молодечеством,                    Я готов на подвиг устремиться!                    Но сейчас пред новым человечеством                    Я хочу почтительно склониться!', 'Я не знаю то земной восторг ли                    Иль святая жажда преклоненья!                    Только люди у меня исторгли                    Слезы радости и умиленья.', 'Не машинами Америки и Англии                    Дух мой умиленно восхищается—                    Нет я вижу, как Грядущее Евангелие,                    В шуме фабрик незримо созидается!                    В мрак уходит Библия прошедшего,                    Книга настоящего к эпилогу близится;                    И уж всегда идущий со взором сумасшедшего                    Который до повторения не унизится!', 'Новое, новое! причудливое сверкающее!                    Новое хамелеонное переменное!                    Новое душу и тело возрождающее.                    Новое таящее, в себе нетленное!', 'Привет благоговейный Гиганту идущему!                    Привет вам всем, что живете и дышите! —                    Пир прислушивается к грядущему—                    Тише не мешайте. —Вы слышите?!...']",Griadushchee,Ia Evangelist Griadushchego….,Aleksandr Borisovich Iaroslavskii,,,Okrovavlennye trotuary, Oblastnoe biuro pechati,1921,
